|CD_CLIENTE|CD_DICTAMEN|CD_TIPOLOGIA|SEG_MOD|DES_RIE_TIP|DES_COT_BMV|DES_ID_SEC|DES_ID_SEG|DES_ID_EDO|DES_ID_BAN|DES_ID_RB|DES_EDA|DES_ANT_CTE|DES_ANT_CTA|DES_MON_DEC|EFE_NU_MES_MON0|EFE_NU_MES_MON1|EFE_NU_MES_MOND|   EFE_SD_MON0|    EFE_SD_MON1|   EFE_SD_MOND|EFE_NU_MES_MOV0|EFE_NU_MES_MOV1|   EFE_SD_MOV0|    EFE_SD_MOV1|OPI_NU_MES_MON0|OPI_NU_MES_MON1|OPI_NU_MES_MOND|   OPI_SD_MON0|  OPI_SD_MON1|  OPI_SD_MOND|OPI_NU_MES_MOV0|OPI_NU_MES_MOV1|  OPI_SD_MOV0|  OPI_SD_MOV1|OPI_NU_PAI0|OPI_NU_PAI1|OPI_SUM_RIE0|OPI_SUM_RIE1|OPI_NU_PAI_PAR0|OPI_NU_PAI_PAR1|OPI_PON_MON_PAR0|OPI_PON_MON_PAR1|MEC_NU_MES_MON0|MEC_NU_MES_MON1|     MEC_SD_MON0|    MEC_SD_MON1|MEC_SUM_RIE0|MEC_SUM_RIE1|MEC_PON_MON0|MEC_PON_MON1|TER_PON_MON0|TER_PON_MON1|BTS_NU_MES_MON1| BTS_SD_MON1|CHP_NU_MES_MON0|CHP_NU_MES_MON1| CHP_SD_MON0| CHP_SD_MON1|CHC_NU_MES_MON0|CHC_NU_MES_MON1| CHC_SD_MON0| CHC_SD_MON1|SPE_NU_MES_MON0|SPE_NU_MES_MON1| SPE_SD_MON0| SPE_SD_MON1|SPE_PON_MON0|SPE_PON_MON1|SPI_NU_MES_MON0|SPI_NU_MES_MON1| SPI_SD_MON0| SPI_SD_MON1|DES_ID_PAI_NAC|DES_ID_OCU|DES_ID_SOC|DES_GPO|DES_ACT_VUL|DES_RSK_SEG|DES_RSK_GES|DES_RSK_ALT|DES_RSK_NAC|DES_DIS_ALT_GES|DES_RSK_SEC|DES_RSK_ACT|DES_RSK_OCU|DES_RSK_SOC|DES_NU_INT|DES_NU_CAP|DES_NU_EMP|DES_NU_PRO|DES_NU_SEG|EFE_NU_MOV|EFE_NU_MES|EFE_AVG_MON|EFE_AVG_MON0|EFE_AVG_MON1|EFE_AVG_MONV|EFE_AVG_MONC|EFE_AVG_MONM|EFE_AVG_MONR|EFE_MAX_OFI|EFE_MAX_DIS|EFE_MON_USD_FN|EFE_MON_MXP_FN|EFE_MON_USD_AR|EFE_MON_MXP_AR|OPI_NU_MOV0|OPI_NU_MOV1|OPI_NU_MES0|OPI_NU_MES1|OPI_AVG_MON0|OPI_AVG_MON1|OPI_NU_CTA0|OPI_NU_CTA1|OPI_MAX_PAI0|OPI_MAX_PAI1|OPI_NU_PAI00|OPI_NU_PAI11|TER_NU_MES0|TER_NU_MES1| TER_AVG_MON0| TER_AVG_MON1|TER_NU_MOV_LI0|TER_NU_MOV_LI1|TER_SUM_MON_LI0|TER_SUM_MON_LI1|TER_NU_CTE_LI0|TER_NU_CTE_LI1|BTS_NU_MES1|BTS_AVG_MON1|CHP_NU_MES0|CHP_NU_MES1|CHP_AVG_MON_EFE|CHP_AVG_MON0|CHP_NU_MOV_LI0|CHP_SUM_MON_LI0|CHP_NU_CTE_LI0|CHC_NU_MES0|CHC_NU_MES1|CHC_AVG_MON0|CHC_AVG_MON1|CHC_AVG_MON_OTR|CHC_SUM_MON_LI0|CHC_SUM_MON_LI1|CHC_NU_CTE_LI0|CHC_NU_CTE_LI1|SPE_NU_MES0|SPE_NU_MES1| SPE_AVG_MON0| SPE_AVG_MON1|SPE_NU_CTA0|SPE_NU_CTA1|SPE_SUM_MON_LI0|SPE_SUM_MON_LI1|SPE_NU_CTE_LI0|SPE_NU_CTE_LI1|SPI_NU_MES0|SPI_NU_MES1|SPI_AVG_MON0| SPI_AVG_MON1|SPI_NU_CTA0|SPI_NU_CTA1|CCC_NU_CTE_LI|
|       369|          0|          MP|      4|     0.8549|          0|        01|        09|        09|        01|       34| 26.052|      6.811|       1.91|     320000|              2|              2|           1.84|          1.84|   3.4833333333|  1.0615384615|              2|              2|       9.28086|       24.30231|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              0|              0|               0|              0|           0|    11.74098|           0|     3.82844|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       044|        00|      0|          1|         10|          1|          1|          1|              0|         10|    6.60008|    7.02334|          0|         0|         1|         0|         6|         0|        38|         5|     132000|      213950|           0|     19316.1|           0|   224233.22|      200000|    4.02299|  781.53862|       19316.1|     207283.33|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       370|          0|          M2|      3|     0.5005|          0|        20|        07|        01|        01|       34|   19.6|      6.805|       5.44|    1000000|              0|              0|              0|             0|              0|             0|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             10|             10|    2.7449328294|   2.3796170731|     23.7353|    21.66025|    14.39392|    19.46371|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              4|           0|1.0127517705|3.0463293232|     9.38169|              0|              0|           0|           0|           000|       000|        00|      0|          1|    7.20468|          1|          1|          0|              0|     8.8699|    2.60025|          0|          0|         0|         2|       100|         4|         0|         0|         0|          0|           0|           0|           0|           0|           0|           0|          0|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          5|          6|    366525.97| 256207175.25|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          6|          1| 174257832.34|  55778837.25|          8|          1|              0|    55778837.25|             0|             1|          0|          0|           0|            0|          0|          0|            0|
|       371|          0|          MP|      4|     0.8549|          0|        01|        07|        28|        01|       35| 34.345|        6.8|       1.75|     300000|              6|              6|    3.029787234|   3.029787234|   4.7340952381|  4.1984486102|              3|              4|       7.57218|       30.54064|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             13|             13|    1.3829059829|   9.2898846937|    20.37985|    19.26483|     13.0715|    10.04627|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       066|        00|      0|          1|    7.20468|          1|          1|          1|              0|         10|    8.74321|    8.30157|          0|         0|         2|         0|         3|         0|        49|        12|     132100|   170895.45|           0|           0|           0|    254237.5|      150000|    1.56752|  416.98376|             0|        132100|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          1|            0|         5500|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       372|          0|          MD|      2|     0.4037|          0|        01|        07|        01|        01|       35| 33.132|        6.8|       3.08|     100000|              1|              0|   3.6553069706|  3.6553069706|              0|  3.6553069706|              1|              0|       8.99893|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             16|             16|   22.1296754897|  51.6753817177|    29.52801|    41.46535|     6.25659|     9.32361|     0.00874|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              3|              2|2.0775243242|2.8842911877|3.8096419591|3.8889469874|              0|              0|           0|           0|           165|       077|        00|      0|          1|    7.20468|          1|          1|          1|              0|         10|    9.05266|    3.55458|          0|         0|         1|         0|         5|         0|         4|         3|      70000|           0|    14857.89|           0|           0|    38191.23|           0|          1|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          5|     39680.83|       8102.6|             1|             0|           1000|              0|             1|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          6|          6|        65250|     13180.29|          7|          3|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            6|
|       373|          0|          R8|      3|     0.6289|          0|        01|        07|        03|        01|       35| 65.238|      6.134|       2.19|      10000|              6|              0|   0.6956521739|  0.6956521739|              0|  0.6956521739|              5|              0|       7.10566|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              4|              4|    6.1368994142|   0.5699024512|      30.326|    48.07818|    12.56617|    12.13542|     2.13255|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              2|              0|0.8203240823|           0|     4.12829|     3.44114|              0|              0|           0|           0|           165|       135|        00|      0|          1|    7.20468|    1.18252|    1.18252|          1|              0|         10|    9.05266|    5.34532|          0|         0|         2|         0|        12|         0|        60|        12|   57083.33|           0|           0|           0|           0|    57083.33|           0|    3.75105|   48.32324|             0|      57083.33|             0|         23000|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          1|          4|         1199|      1986.68|             1|             0|           1199|              0|             1|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          1|          4|       230000|     87996.64|          1|          1|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            6|
|       374|          0|          DS|      3|      0.457|          0|        01|        07|        28|        01|       35| 18.732|      6.532|       0.06|     300000|              0|              0|              0|             0|              0|             0|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              0|              0|               0|              0|     5.87531|           0|     9.21183|           0|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|     2.49394|              0|              0|           0|           0|           165|       070|        00|      0|          1|    7.20468|          1|          1|          1|              0|         10|    8.74321|    5.96154|          0|         0|         1|         0|         2|         0|         0|         0|          0|           0|           0|           0|           0|           0|           0|          0|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          1|            0|        60000|          0|          1|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       375|          1|          MP|      4|     0.8549|          0|        02|        01|        01|        01|       34| 25.997|      6.778|       0.27|     301000|              1|              0|   0.6898318655|  0.6898318655|              0|  0.6898318655|              1|              0|  0.6427807143|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             11|             11|               0|   6.5543262372|    28.53595|     49.3354|    15.58622|    14.96294|     7.05946|       0.007|              0|           0|              1|              0|0.3084143979|           0|              0|              0|           0|           0|              0|              1|           0|0.5917100815|4.1107673842|     6.32105|              0|              0|           0|           0|           165|       020|        00|      0|          1|    7.58566|          1|          1|          1|              0|     7.6294|    9.05266|    5.45534|          0|         0|         2|         0|         6|         0|        31|         3| 1385173.33|           0|           0|           0|           0|      272400|     1669160|    1.51563|   11.32305|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          3|          1|   1344953.33|   8519999.99|             9|             1|        3931600|          20000|             2|             1|          0|           0|          2|          0|        1879160|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          2|          1|       122462|       114000|          4|          1|              0|         114000|             0|             1|          0|          0|           0|            0|          0|          0|           12|
|       376|          1|          MP|      4|     0.8549|          0|        01|        09|        14|        01|       34| 35.378|      6.597|       2.54|      15000|              1|              1|   0.1086956522|  0.1086956522|   0.9537108471|  0.1690348334|              1|              1|       1.10455|        5.96457|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              1|              1|               0|   0.4492753623|           0|    20.20254|           0|     6.21514|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       063|        00|      0|          1|         10|          1|          1|          1|              0|         10|    9.05266|    6.41086|          0|         0|         1|         0|         6|         0|        20|         2|     230000|      194430|           0|           0|           0|      297575|      253710|    3.60463| 1474.78259|             0|          4900|             0|        258610|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       377|          0|          MP|      4|     0.8549|          0|        02|        01|        14|        01|       34| 30.312|      6.764|        1.4|     300000|              0|              6|              0|             0|  11.4766920873| 10.9851132026|              1|             10|       79.5276|  52.5963658333|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             39|             39|   15.9916894581|   15.387074227|    65.75179|    78.32398|    10.66647|     12.4524|     0.10023|           0|              0|           0|              0|              1|           0|0.1488724135|              0|              0|           0|           0|              2|              3| 1.301523789|1.0125091292|3.5206599817|3.9627120652|              0|              0|           0|           0|           165|       063|        00|      0|          1|    7.58566|          1|          1|          1|              0|     7.6294|    9.05266|    6.41086|          0|         0|         2|         2|         7|         0|       106|        12|  313333.33|   197956.33|           0|           0|           0|   201564.67|      448350|    5.69013|          0|             0|         47705|             0|        249125|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          6|     46104.37|    102620.71|             1|             0|          10000|              0|             1|             0|          1|    10013.97|          0|          2|              0|       38711|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          6|          6|    140031.06|      90970.6|         22|         17|              0|          22025|             0|             1|          0|          0|           0|            0|          0|          0|            0|
|       378|          0|          M2|      3|     0.5005|          0|        01|        16|        22|        01|       35| 28.375|      6.077|       1.76|      10000|              0|              5|              0|             0|   3.8157303371|  3.8157303371|              0|              6|             0|      63.464624|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             22|             22|  126.7914671302|  38.0941504235|    56.44993|    58.82259|       9.874|      8.7597|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              2|              1|1.8122369879|0.4035087719|4.4128759649| 2.648760569|              0|              0|           0|           0|           165|       044|        00|      0|          1|    3.21411|          1|          1|          1|              0|         10|    2.03227|    7.02334|          0|         0|         5|         0|         9|         0|        39|        11|          0|    48527.27|           0|           0|           0|    48527.27|           0|    4.25124| 1206.00852|             0|         10500|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          5|          6|     20751.84|     32161.35|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          2|          6|         2850|     39293.58|          2|          8|              0|            660|             0|             1|          0|          0|           0|            0|          0|          0|            0|
|       379|          0|          MP|      4|     0.8549|          0|        01|        07|        29|        01|       34| 20.326|      6.077|       1.45|     100000|              0|              5|              0|             0|   9.3102459513| 15.2911778749|              1|              7|      2.961905|      88.813865|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          1|           0|1.7450603412|              0|        8.95722|               0|         8.95722|             25|             25|   12.4763726877| 142.2251670475|    52.64399|    65.42075|    10.88312|    11.88051|     1.24373|     4.94988|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              0|2.2566277798|           0|      1.9408|3.6995122496|              0|              0|           0|           0|           165|       042|        00|      0|          1|    7.20468|          1|          1|          1|              0|         10|    4.66638|    5.39942|          0|         1|         3|         0|         9|         0|        88|        10|   56639.33|    208482.7|           0|           0|           0|    135474.5|      900000|    1.51563|   241.5798|             0|             0|             0|             0|          0|          2|          0|          2|           0|     5968.75|          0|          1|           0|           9|           0|           1|          7|          6|    187499.52|    105132.83|            21|            21|      418891.64|         498797|             1|             2|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          1|          4|       117365|     67867.75|          1|          4|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|           16|
|       380|          0|          MP|      4|     0.8549|          0|        02|        01|        21|        01|       35| 25.564|      6.071|       3.64|      50000|              6|              0|   1.5334996327|  1.5334996327|              0|  1.5334996327|              6|              0|  3.7886655172|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             28|             28|    1.5097347199| 318.7091134962|    24.11616|    73.64834|    12.52852|    14.10576|           0|           0|              0|           0|              3|              0| 0.668352431|           0|              0|              0|           0|           0|              3|              1|0.5698320098|1.8814786944|6.1324141285|3.2563846529|              0|              0|           0|           0|           165|       007|        00|      0|          1|    7.58566|          0|    1.99617|          1|              0|     7.6294|    3.12817|    8.06139|          0|         0|         1|         1|         6|         0|       162|        12|  488842.41|           0|           0|           0|           0|   488842.41|           0|    3.89028|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          5|          2|        54104|        50375|             0|             0|              0|              0|             0|             0|          0|           0|          6|          0|      481153.33|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          3|          6|     35436.67|       569438|          2|          3|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       381|          0|          MP|      4|     0.8549|          0|        20|        04|        21|        01|       35| 11.811|      6.071|       2.42|     600000|              0|              6|              0|             0|   1.4573135366|  1.4573135366|              0|             11|             0|  66.6281302062|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             62|             62|   21.9809809205|  22.1921102684|    72.09838|   100.49981|    13.34242|    14.99992|     0.00281|     0.32045|              0|           0|              0|              1|           0|1.3443279029|              0|              0|           0|           0|              2|              2|  2.38839343|1.3468359899|2.8498276749|2.5341406065|              0|              0|           0|           0|           000|       000|        13|      0|          1|     8.8331|          0|          1|          0|              0|     8.8699|    5.08254|          0|    6.83871|         1|         2|         0|         7|         0|       693|        12|          0|  3464542.38|           0|           0|           0|  3081009.38|   511377.33|    4.65908|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          6|    196138.98|    382210.74|             1|             1|           1500|         200000|             1|             1|          0|           0|          1|          3|         107714|    52766.76|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          6|          6|   4374170.01|   3637235.07|         24|          7|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            6|
|       382|          0|          R7|      3|     0.5519|          0|        01|        09|        14|        01|       35| 51.753|      6.068|       2.08|     300000|              2|              2|   0.7907514451|  0.7907514451|   1.6628246555|  1.2726784557|              2|              2|        6.6273|        19.8819|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              4|              4|   11.8877165697|   2.9302863288|    19.12011|    13.40122|    11.32709|    10.21554|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       063|        00|      0|          1|         10|    3.05342|    3.05342|          1|              0|         10|    9.05266|    6.41086|          0|         0|         1|         0|         4|         0|        71|         4|     174325|      176040|           0|           0|           0|      350365|           0|    4.44392|  360.36547|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       383|          0|          R8|      3|     0.6289|          0|        01|        07|        13|        01|       34| 41.858|      5.805|       3.26|     310000|              5|              5|   5.8181818182|  5.8181818182|   4.1706349206|  2.9222222222|              2|              5|       6.79127|  18.6459433333|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             11|             11|   10.2122352941|  25.4038868376|     28.1565|    33.84915|    11.01179|     8.42952|           0|     2.64715|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       002|        00|      0|          1|    7.20468|    2.89705|          1|          1|              0|         10|    7.53706|    5.80437|          0|         0|         2|         0|         7|         0|        47|        11|   81627.78|    76113.64|           0|           0|           0|      142900|           0|    4.48093|  1926.1927|             0|        185250|             0|        185250|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          1|            0|         6600|             0|             1|              0|           6600|             0|             1|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            6|
|       384|          0|          MP|      4|     0.8549|          0|        01|        07|        11|        01|       35| 42.953|      6.055|       3.18|    1000000|              4|              0|   2.5849561616|  2.5849561616|              0|  2.5849561616|              4|              0| 25.9605223077|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             11|             11|     3.232566157| 103.1613707222|    27.92228|    45.86051|    10.40673|    13.72906|           0|           0|              0|           0|              2|              1|0.5233532934|0.9845360825|              0|              0|           0|           0|              2|              2|1.4866852432|0.8484323536| 3.817282376| 3.348732827|              0|              0|           0|           0|           165|       189|        00|      0|          1|    7.20468|    1.61848|    1.61848|          1|              0|         10|    6.30126|         10|          0|         0|         1|         0|         8|         0|       135|         9|  955816.62|           0|           0|           0|           0|   955816.62|           0|    2.88093|   21.39199|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          2|            0|       158464|             0|             0|              0|              0|             0|             0|          0|           0|          3|          3|         835000|       38800|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          6|          5|     14623.83|        69622|          2|          4|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       385|          0|          M2|      3|     0.5005|          0|        20|        02|        01|        04|       35|      6|        5.8|       1.54|     450000|              0|              0|              0|             0|              0|             0|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              1|              1|    2.1066605574|   0.8441151299|     3.78487|    10.15465|    12.83525|     9.85803|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           000|       000|        13|      0|          1|    1.86695|    5.38623|    5.38623|          0|              0|     8.8699|          1|          0|    6.83871|         0|         3|        10|         1|         0|         0|         0|          0|           0|           0|           0|           0|           0|           0|          0|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          1|          4|     25460569|     39534565|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       386|          1|          MP|      4|     0.8549|          0|        01|        09|        22|        01|       34| 33.299|      8.195|       3.41|      10000|              3|              3|   5.4537313433|  5.4537313433|  29.5767690254|  2.3414479924|              1|              0|      14.53476|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             21|             21|   31.6211880085|  13.6911200698|    52.19186|    70.11112|    11.51669|     9.79829|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              3|              3|3.3939619658|1.4883609219|4.4547395437|4.1176918297|              0|              0|           0|           0|           165|       057|        00|      0|          1|         10|     1.1529|     1.1529|          1|              0|         10|    3.81605|     7.0084|          0|         0|         4|         0|         8|         0|        13|         6|     123580|       62870|           0|           0|           0|       61876|      280000|    6.19493|  149.95882|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          6|     29605.36|     24551.17|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          6|          7|      20408.4|    171473.26|         11|         14|              0|     1048669.87|             0|             4|          0|          0|           0|            0|          0|          0|            0|
|       387|          0|          R7|      3|     0.5519|          0|        01|        09|        12|        01|       35| 28.819|      5.849|       1.44|      30000|              4|              2|           48.2|          48.2|        22.1488| 20.5116444444|              2|              1|      14.42476|       14.42476|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             11|             11|    2.8835368203|  10.3268901853|    34.03181|    22.98477|    11.99142|     9.34859|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|      3.2567|              0|              0|           0|           0|           165|       085|        00|      0|          1|         10|    4.19079|    4.19079|          1|              0|         10|    4.81618|    6.38822|          0|         0|         1|         0|         4|         0|        18|         8|      97875|    23290.67|           0|           0|           0|     66405.5|           0|    4.19079|  312.37938|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          4|            0|        75993|             0|            22|              0|         303972|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          1|            0|       2204.7|          0|          2|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       388|          0|          MP|      4|     0.8549|          0|        20|        04|        31|        01|       35|  6.211|      6.011|       3.49|     250000|              6|              6|   94.002763296|  94.002763296|   2.3291775515|  6.8490796575|              5|              5|       24.4639|  16.7752457143|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             30|             30|    3.7986299148|  20.0662718888|    25.76236|    59.26673|    13.74391|    12.92803|           0|           0|              0|           0|              3|              0|2.5257271424|           0|              0|              0|           0|           0|              0|              2|           0|1.7798554095|3.5579608363|           0|              0|              0|           0|           0|           000|       000|        13|      0|          1|     8.8331|          0|          1|          0|              0|     8.8699|    1.79352|          0|    6.83871|         0|         6|         6|         4|         0|       119|        12|  177283.23|   247267.22|           0|           0|           0|   308111.51|   383333.33|      3.216|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          5|     83890.06|    430385.79|             0|             0|              0|              0|             0|             0|          0|           0|          6|          0|       352073.6|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          6|          0|     10073.97|            0|          5|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
